Fine_Mode_AOD,Coarse_Mode_AOD,FineModeFraction,Angstrom_Exponent(AE),AI,AT,CO_MF,HCHO_Amount,NO2_Column,Scattering_angle,SO2_Column,SSA,Aerosol_Type
0.082543,0.084589,0.496566,0.721043,0.34,304.683411,112.647287,4.42E+15,2.66E+15,138.765896,0.17,0.93,MX
0.084488,0.134295,0.38545,0.526484,0.72,303.852448,101.893396,3.15E+15,2.84E+15,101.829927,0.23,0.92,DU
0.188204,0.09182,0.656553,1.151527,0.26,303.6716,100.477569,8.77E+15,1.50E+15,139.478616,0.45,0.94,SA
0.245228,0.093119,0.721724,1.2392,0.44,302.970062,98.2029547,8.49E+15,2.85E+15,99.7103856,0.47,0.97,NAs
0.224705,0.091028,0.709716,1.226724,0.45,301.984863,105.532028,6.91E+15,3.54E+14,137.323634,0.44,0.93,SA
0.094831,0.032474,0.745879,1.108862,0.57,300.440155,101.973839,4.75E+15,1.15E+15,97.5204209,0.34,0.91,SA
0.17456,0.115971,0.596955,1.031985,0.57,300.905823,109.708108,5.85E+15,2.06E+15,135.146019,0.2,0.94,MX
0.171578,0.036101,0.814429,1.385801,0.46,298.252106,91.2547012,2.22E+15,-1.50E+14,136.27616,0.12,0.93,SA
0.059317,0.017664,0.781089,1.113753,0.11,296.875427,83.4949736,4.14E+15,1.91E+15,127.521713,0.08,0.97,NAs
0.117028,0.031039,0.778276,1.255119,0.37,298.095062,104.778581,3.59E+15,1.79E+15,95.1704562,0.6,0.9,MA
0.089358,0.120084,0.426553,0.223908,0.94,300.186615,114.494745,3.34E+15,3.02E+15,135.033546,0.17,0.89,MX
0.058917,0.013838,0.817128,0.361727,0.74,298.97052,113.58,1.67E+15,1.55E+15,95.090086,0.04,0.9,MA
0.09909,0.182715,0.337034,0.459613,0.86,298.064697,108.56837,1.15E+15,4.63E+14,136.566196,-0.13,0.92,DU
0.063487,0.104981,0.368842,0.628799,0.48,297.003204,106.166874,2.22E+15,1.47E+15,93.0654739,0.17,0.9,DU
0.188093,0.118034,0.610473,1.113811,0.59,296.578522,128.064653,3.52E+15,2.23E+15,96.7697334,0.34,0.91,SA
0.222862,0.171971,0.562749,0.946681,0.64,297.951752,108.068821,5.29E+15,2.18E+15,138.468563,0.3,0.93,MX
0.044345,0.057279,0.432952,0.858201,0.57,298.094971,104.240551,2.62E+15,6.54E+14,140.888687,-0.09,0.9,MX
0.03117,0.035586,0.457883,0.881927,0.28,296.001465,100.59887,1.13E+15,2.41E+15,125.741378,-0.21,0.9,MX
0.05497,0.04883,0.530564,1.021819,0.51,297.485413,109.543226,3.67E+15,2.22E+15,91.2703858,0.03,0.92,MX
0.083869,0.155179,0.355448,0.550312,0.8,295.627319,129.917242,4.01E+15,1.85E+15,95.4170483,-0.04,0.89,DU
0.224849,0.386216,0.367458,0.630135,0.99,298.96698,119.609978,5.48E+15,2.65E+15,141.378546,0.19,0.91,DU
0.15308,0.270208,0.359611,0.667326,0.96,299.813049,118.883811,4.19E+15,3.51E+15,92.8224539,0.1,0.89,DU
0.186177,0.207827,0.461544,0.817961,0.72,298.736298,122.063652,5.01E+15,6.31E+14,144.066125,0.03,0.94,MX
0.207861,0.19646,0.512909,0.933985,0.66,297.604858,142.012396,3.81E+15,1.45E+15,128.386096,0.01,0.9,MX
0.21107,0.228257,0.48445,0.881735,1.26,298.6875,137.781843,7.04E+15,2.56E+15,92.1403858,0.23,0.94,MX
0.129909,0.120731,0.515231,0.966052,0.45,299.982117,122.087253,5.87E+15,2.47E+15,144.286002,0.46,0.92,MX
0.20071,0.136875,0.594387,1.152672,0.17,299.312378,133.241851,2.68E+15,2.82E+15,94.4297687,0.3,0.89,MX
0.02914,0.060179,0.301806,0.514782,0.42,295.315155,98.2451619,4.75E+15,-5.65E+13,147.083651,0.14,0.91,DU
0.047308,0.089667,0.343757,0.631809,0.65,295.603516,119.886,2.44E+15,1.20E+15,132.360884,0.25,0.91,DU
0.046077,0.090939,0.338464,0.576197,0.31,296.422699,101.062589,3.45E+15,9.60E+14,94.1603152,0.41,0.93,DU
0.05978,0.056354,0.520082,1.05548,0.41,297.547028,94.3820803,3.42E+15,1.15E+15,97.0221893,0.24,0.92,MX
0.15133,0.314757,0.331598,0.411794,0.53,300.532471,132.407447,3.45E+15,1.92E+15,149.291054,0.57,0.93,DU
0.228634,0.35936,0.384047,0.575928,0.71,298.500305,149.617005,3.47E+15,4.23E+15,136.97804,0.49,0.93,DU
0.225934,0.230496,0.498184,0.791505,0.67,300.76535,143.508012,2.64E+15,3.06E+15,97.0402799,0.36,0.91,MX
0.163521,0.175684,0.486676,0.859197,0.31,301.045593,137.454147,6.09E+15,3.19E+15,147.628264,0.44,0.92,MX
0.133866,0.261013,0.33911,0.529682,1.2,301.22525,129.594215,2.69E+15,3.48E+15,100.209592,0.51,0.88,DU
0.219785,0.402095,0.353342,0.588553,0.68,301.735535,135.347446,5.28E+15,3.79E+15,150.15344,0.32,0.91,DU
0.123002,0.23943,0.34236,0.545081,1.11,299.730286,159.861638,3.45E+15,2.90E+15,141.882564,0.21,0.9,DU
0.099624,0.307591,0.246036,0.279711,1.83,300.298462,166.674661,1.20E+15,2.00E+15,100.310209,-0.03,0.87,DU
0.074423,0.242549,0.234976,0.254421,1.18,300.40625,144.068681,1.77E+15,1.99E+15,105.508993,0.44,0.88,DU
0.12578,0.201624,0.383137,0.609699,0.33,300.575867,127.390173,4.76E+15,1.49E+15,147.380614,0.34,0.91,DU
0.117985,0.193047,0.379395,0.544915,0.95,300.889923,157.517998,1.19E+15,1.18E+15,103.524416,0.15,0.9,DU
0.147163,0.388115,0.274618,0.353475,0.28,302.876648,127.872143,5.97E+15,2.94E+15,149.70079,0.15,0.96,UN
0.196223,0.391097,0.332045,0.53708,0.93,300.626038,153.937218,3.30E+15,3.82E+15,146.289702,0.56,0.94,DU
0.163748,0.368355,0.306841,0.434698,0.85,302.969086,136.744983,3.42E+15,2.44E+15,103.480139,0.8,0.93,DU
0.064252,0.21266,0.232402,0.235623,1.03,301.313477,123.057184,1.51E+14,1.92E+15,167.799608,0.09,0.93,DU
0.072606,0.16263,0.29972,0.324079,0.82,299.768219,129.63236,-3.44E+14,1.19E+15,108.66394,0.12,0.89,DU
0.22837,0.380105,0.376126,0.62478,-0.06,302.84198,136.239853,4.24E+15,1.71E+15,146.222946,2.27,0.93,DU
0.236868,0.487903,0.327945,0.406448,1,302.844849,149.650049,8.51E+15,2.17E+15,160.172546,-0.08,0.94,DU
0.155527,0.258119,0.378459,0.535709,0.51,304.8909,143.424292,5.58E+15,2.25E+15,106.366854,-0.06,0.94,DU
0.120991,0.171246,0.412482,0.641289,0.49,303.951202,129.309653,1.12E+18,-3.59E+14,171.697359,-0.02,0.94,MX
0.132661,0.250133,0.346692,0.565113,-0.15,303.32486,127.496185,5.41E+15,1.06E+15,148.495473,0.35,0.99,UN
0.167071,0.247177,0.402517,0.716977,0.66,301.311615,148.203264,3.23E+15,1.65E+15,149.614385,0.58,0.93,MX
0.18882,0.17758,0.505307,0.884596,0.75,302.828278,122.391971,-1.93E+17,2.42E+15,172.709256,0.71,0.94,MX
0.121772,0.157475,0.438969,0.765187,0.22,303.640228,123.780335,7.56E+15,2.24E+15,111.143799,0.14,0.91,MX
0.104837,0.195516,0.343446,0.512571,0.52,304.919403,112.46575,1.94E+15,2.02E+15,147.117823,0.08,0.95,UN
0.058831,0.141094,0.294408,0.281973,0.79,300.93692,134.777153,-1.21E+15,1.72E+15,151.596594,0.13,0.94,DU
0.111799,0.159564,0.408342,0.649078,0.31,306.41687,113.489136,3.46E+15,3.03E+15,107.760033,0.33,0.94,MX
0.098191,0.268863,0.268911,0.339742,1.25,305.218414,130.053454,4.12E+15,2.55E+15,175.185689,0.27,0.92,DU
0.050777,0.065511,0.441319,0.777959,0.02,303.437927,127.498443,4.95E+15,1.38E+15,143.535155,0.42,0.95,MX
0.061658,0.111708,0.350955,0.493156,0.5,302.624786,121.370977,4.20E+15,1.80E+15,109.611766,0.15,0.92,DU
0.089946,0.127403,0.411639,0.709264,14.04,305.215454,129.080927,5.20E+17,4.16E+14,171.664021,0.21,0.95,MX
0.138253,0.134714,0.505382,0.946522,0.05,305.963898,119.102931,4.85E+15,3.28E+15,146.125332,0.9,0.96,MX
0.186599,0.188707,0.499234,0.872442,1.04,303.228516,136.048428,7.29E+15,2.10E+15,152.256347,-0.14,0.94,MX
0.279511,0.329336,0.455447,0.841747,0.87,302.228394,120.857186,5.57E+15,2.74E+15,108.459998,0.61,0.95,MX
0.370306,0.353019,0.510696,0.845408,0.95,304.504242,129.618442,5.03E+15,2.19E+15,173.917722,0.54,0.93,MX
0.287828,0.344102,0.454551,0.787015,1.33,306.002411,130.44029,3.18E+15,2.99E+15,113.32364,0.38,0.96,MX
0.204888,0.413644,0.331047,0.537115,0.05,303.280914,117.772017,3.09E+15,2.13E+15,142.992576,0.26,0.96,UN
0.23584,0.483226,0.326559,0.514756,1.38,302.154602,115.222167,2.86E+15,1.85E+15,164.228891,0.21,0.97,UN
0.206003,0.270444,0.431399,0.753696,-0.51,306.182098,112.761477,4.74E+15,1.73E+15,145.917647,-0.09,0.96,MX
0.183103,0.261675,0.410782,0.718199,0.9,301.3125,131.89856,4.39E+15,1.96E+15,151.916365,0.3,0.96,MX
0.274243,0.887474,0.23628,0.240198,1.88,301.376099,113.827236,3.98E+15,2.06E+15,108.279962,0.13,0.95,UN
0.210992,0.59413,0.260833,0.220631,0.88,303.283112,109.984709,6.75E+15,3.03E+15,172.495143,0.12,0.96,UN
0.181668,0.466995,0.278122,0.273892,1.64,307.4375,116.415322,4.77E+15,3.82E+15,113.038569,0.23,0.94,DU
0.167672,0.557837,0.230964,0.237123,0.81,304.961456,112.53882,3.66E+15,1.56E+15,143.315032,0.06,0.95,UN
0.153752,0.470794,0.245399,0.291272,1.85,302.313385,106.899703,-1.08E+15,1.47E+15,163.273926,0.13,0.95,UN
0.13127,0.417556,0.239014,0.272318,1.7,302.030029,105.618109,1.21E+15,1.89E+15,109.214098,0.01,0.94,DU
0.163232,0.286467,0.363699,0.60254,-0.39,303.9422,112.689212,4.24E+15,1.78E+15,146.56512,0.04,0.95,UN
0.14545,0.274588,0.345707,0.545869,1.02,301.625,121.071935,2.60E+15,1.86E+15,151.058733,0.03,0.96,UN
0.159375,0.237056,0.401456,0.684532,0.32,304.807495,111.964101,4.73E+15,2.15E+15,107.494945,0.12,0.95,MX
0.179938,0.223728,0.445307,0.810659,0.76,301.9375,109.375273,5.06E+15,2.57E+15,172.032422,0.2,0.95,MX
0.203714,0.277343,0.423815,0.72885,0.62,305.044403,110.963523,5.85E+15,1.51E+15,144.307558,0.35,0.95,MX
0.189771,0.279631,0.406877,0.694649,1.69,301.687286,105.617288,2.80E+15,1.34E+15,162.561329,0.26,0.95,MX
0.245232,0.223957,0.520571,0.922613,-0.09,305.560089,105.728162,6.42E+15,1.39E+15,147.787735,0.04,0.96,MX
0.236611,0.211035,0.531143,0.945045,0.75,302.93634,121.455704,4.53E+15,1.94E+15,150.251294,0.02,0.94,MX
0.182579,0.212733,0.467619,0.873248,0.13,303.907227,107.856743,5.62E+15,1.72E+15,106.409962,0.14,0.98,MX
0.17779,0.224516,0.446489,0.824615,0.85,305.625122,114.671657,7.90E+15,2.08E+15,172.634649,0.02,0.94,MX
0.172764,0.211424,0.450139,0.800058,0.45,304.875,117.870513,3.70E+15,1.67E+15,111.14357,0.08,0.97,MX
0.236157,1.08681,0.181,0.190108,1.31,304.0625,114.318301,6.51E+15,1.06E+15,145.67005,0.05,0.96,UN
0.178753,0.515682,0.275272,0.412494,2.08,304.53125,117.663605,3.24E+15,1.03E+15,162.111453,0.06,0.93,DU
0.267566,0.37603,0.415644,0.717154,-0.24,304.75293,108.184357,8.90E+15,1.21E+15,149.155385,0.17,0.96,MX
0.299753,0.279904,0.520472,0.947304,0.39,303.168091,123.641271,3.96E+15,1.35E+15,149.431506,0.07,0.96,MX
0.180434,0.216076,0.455714,0.793274,0.26,306.099365,108.649963,9.56E+15,1.39E+15,105.315015,0.22,0.96,MX
0.148109,0.160812,0.48204,0.852495,0.93,307.02948,112.863494,6.57E+15,1.84E+15,173.529578,0.35,0.94,MX
0.172772,0.418609,0.292122,0.363914,0.82,306.855591,110.618377,6.52E+15,9.81E+14,146.860208,0.17,0.94,DU
0.180547,0.435334,0.30077,0.39726,2.07,307.108093,116.218707,3.34E+15,1.07E+15,161.299261,-0.01,0.91,DU
0.179288,0.340165,0.352552,0.532873,1.24,306.683838,115.014365,3.86E+15,1.33E+15,106.124222,0.07,0.93,DU
0.175716,0.345862,0.349859,0.525123,14.85,303.563232,109.975633,3.08E+15,5.12E+14,174.979515,-0.03,0.95,UN
0.238139,0.186251,0.559914,0.991023,-0.13,306.482544,116.047676,5.84E+15,8.81E+14,150.063017,0.05,0.94,MX
0.292208,0.22009,0.569813,1.01531,0.91,303.084839,127.303886,7.25E+15,2.38E+15,148.399174,0.2,0.95,MX
0.248678,0.176364,0.584445,1.035811,1.05,302.845856,113.475117,5.49E+15,9.01E+14,171.881095,0.14,0.97,MX
0.160176,0.123776,0.56506,1.010826,0.03,302.280701,113.728944,5.54E+15,1.30E+15,147.26784,0.38,0.96,MX
0.233179,0.218752,0.515594,0.928421,0.83,302.222168,113.327853,3.28E+15,1.73E+15,159.717458,0.1,0.95,MX
0.228101,0.26304,0.465426,0.750111,-0.18,300.8125,117.346644,6.61E+15,1.45E+15,149.905631,0.14,0.95,MX
0.244963,0.397731,0.377559,0.595549,1.23,302.592529,116.264159,6.04E+15,2.41E+15,167.862082,0.21,0.94,DU
0.461831,0.288634,0.614438,1.071372,0.08,304.668823,118.753878,3.76E+15,1.13E+15,146.543052,0.27,0.97,NAs
0.355984,0.354035,0.50193,0.886845,1.2,302.281586,116.274831,5.27E+15,1.21E+15,156.908128,0.11,0.94,MX
0.191763,0.217119,0.457855,0.724102,0.47,305.153046,104.525124,4.73E+15,1.60E+15,148.465896,-0.1,0.96,MX
0.148615,0.343631,0.30534,0.401995,1.14,304.475983,111.581894,3.72E+15,1.14E+15,102.665192,0.11,0.95,UN
0.192296,0.227963,0.457262,0.782124,1.04,304.234863,117.881596,5.32E+15,1.77E+15,162.52012,0.19,0.95,MX
0.162475,0.143072,0.530488,1.028241,0.15,304.311829,111.149818,5.02E+15,9.75E+14,145.963475,-0.03,0.95,MX
0.228344,0.160916,0.586957,1.021446,0.61,304.142242,105.756745,2.98E+15,2.54E+15,102.117224,0.1,0.96,MX
0.25395,0.139562,0.641369,1.113052,0.24,305.418518,114.959515,5.71E+15,8.71E+14,142.931019,0.16,0.96,NAs
0.173702,0.138656,0.557772,0.978729,0.52,302.53125,126.194209,3.27E+15,2.22E+15,137.533622,0.3,0.92,MX
0.201373,0.160592,0.558152,0.9863,0.63,304.828064,112.795262,4.35E+15,1.88E+15,100.18035,0.14,0.95,MX
0.252581,0.157204,0.614049,1.101546,0.11,303.21347,101.150485,5.41E+15,2.37E+15,139.395931,0.46,0.97,NAs
0.241816,0.143479,0.624702,1.070816,0.51,302.969727,102.083647,7.17E+15,1.65E+15,140.103616,0.83,0.94,SA
0.272176,0.093082,0.740211,1.279875,0.69,302.579071,99.9430909,5.15E+15,1.72E+15,98.2703857,0.29,0.96,NAs
0.341419,0.051766,0.864979,1.201254,0.83,301.25,129.744876,5.69E+15,2.20E+15,102.154504,0.27,0.96,NAs
0.176508,0.096383,0.645794,1.105626,0.48,301.796173,104.795095,3.44E+15,7.08E+14,138.081125,0.03,0.95,SA
0.105524,0.076439,0.583591,0.892384,0.53,301.034454,99.5696427,5.27E+15,1.03E+15,95.9954033,-0.14,0.94,MX
0.246066,0.087803,0.731336,1.370431,0.35,300.577423,101.119502,4.60E+15,1.97E+15,136.083564,0.21,0.97,NAs
0.149545,0.068822,0.683345,1.136108,0.61,302.143982,98.5204605,2.06E+15,1.93E+15,95.7625596,0.1,0.92,SA
0.165162,0.07755,0.672414,1.050607,0.86,296.766571,108.577945,1.28E+15,8.17E+14,91.5604211,0.02,0.9,MA
0.096898,0.030922,0.756072,1.373942,0.09,296.720734,88.7402154,8.48E+14,1.59E+15,91.8075949,0.18,0.9,MA
0.085081,0.00928,0.90244,1.9347,-0.08,298,103.49,1.10E+16,2.84E+15,137.05,-0.02,0.94,SA
0.049681,0.010261,0.829063,1.948262,-0.18,290.69,92.27,8.41E+15,1.35E+15,115.41,0.04,0.95,SA
0.047856,0.01632,0.740978,1.890514,-0.05,294.38,92.08,9.50E+15,2.66E+15,119.53,0.09,0.94,SA
0.139283,0.007137,0.94942,1.738939,-0.31,297.44,96.45,6.76E+15,2.76E+15,124.08,0,0.96,NAs
0.066099,0.023635,0.73229,1.575606,-0.28,283.75,117.46,3.12E+15,8.67E+14,112.76,0.1,0.96,NAs
0.030251,0.009043,0.783996,1.756915,-0.35,288.69,108.38,3.41E+15,2.93E+14,106.59,0.17,0.94,SA
0.021104,0.006575,0.772997,1.754636,-0.24,282.56,126.43,3.32E+15,2.81E+15,111.95,-0.09,0.91,SA
0.023237,0.004551,0.836284,1.861155,-0.03,280,129.69,1.22E+15,3.66E+15,122.12,-0.07,0.92,SA
0.077155,0.004076,0.94792,1.769975,-0.02,282,123.52,5.07E+15,2.72E+15,115.16,0.19,0.93,SA
0.047804,0.010823,0.808122,1.743654,0.23,284.94,120.49,5.79E+15,2.66E+15,124.43,0.07,0.9,MA
0.043924,0.021266,0.675166,1.005481,-0.21,275.22,143.77,5.83E+15,3.18E+15,121.05,0.57,0.96,NAs
0.012737,0.004173,0.755155,1.235673,-0.26,274.35,163.3,7.26E+14,1.96E+15,92.34,-0.13,0.94,SA
0.016683,0.004542,0.804594,0.483702,-0.14,274.04,161.9,4.82E+15,6.66E+15,105.79,0.01,0.98,NAs
0.02943,0.003522,0.888765,0.973538,-0.13,280,154.67,-8.43E+14,1.71E+15,100.27,-0.06,0.93,SA
0.030219,0.028596,0.547686,0.994508,-0.37,278.69,159.66,2.40E+15,2.62E+15,111.59,0,0.98,MX
0.125888,0.022021,0.836028,1.611877,0.07,283.5,168.22,4.58E+15,2.49E+15,125.51,-0.04,0.94,SA
0.029045,0.005091,0.847943,1.22347,-0.61,278.85,153.64,1.82E+15,2.97E+15,116.33,0.06,0.96,NAs
0.057865,0.022053,0.726249,1.093021,-0.22,280.31,144.47,2.73E+15,1.82E+15,108.91,0.12,0.92,SA
0.217413,0.090903,0.709254,1.289107,0.37,287.31,150.87,5.69E+15,2.44E+15,117.87,0.17,0.94,SA
0.221762,0.051118,0.789954,1.29972,-0.31,293.56,125.94,1.35E+16,1.21E+15,130.35,0.05,0.96,NAs
0.205386,0.038278,0.822727,1.492459,-0.55,296.94,130.97,9.50E+15,1.56E+15,147.24,0.12,0.97,NAs
0.134133,0.04376,0.785041,1.636758,-0.34,294.69,121.54,1.13E+16,2.14E+15,146.74,-0.01,0.96,NAs
0.056407,0.011442,0.830791,1.931262,-0.32,284.5,108.39,5.59E+15,2.59E+15,115.88,0.11,0.97,NAs
0.094826,0.017685,0.841973,1.803076,-0.54,287.31,101.12,2.70E+15,3.76E+15,127.86,0.09,0.97,NAs
0.0675,0.009163,0.880523,1.721265,-0.22,285.33,107.74,-5.99E+13,3.32E+15,138.62,0.18,0.97,NAs
0.041769,0.006218,0.868582,1.565985,-0.52,282.56,105.36,2.00E+15,2.01E+15,123.01,0.14,0.98,NAs
0.050136,0.010564,0.825129,1.704866,-0.24,284.56,111.06,5.63E+15,3.31E+15,132.84,0.1,0.96,NAs
0.048792,0.007127,0.863198,1.70318,-0.38,282.03,121.54,-3.28E+14,3.18E+15,100.85,0.03,0.96,NAs
0.01996,0.003982,0.83234,1.303252,-0.14,279.5,127.52,1.91E+15,1.47E+15,108.49,-0.18,0.9,MA
0.016873,0.009294,0.660066,1.246518,0.3,282.56,118.04,-5.03E+14,2.77E+15,118.6,0.02,0.92,SA
0.051323,0.00643,0.889444,1.44426,0.03,278.13,136.06,2.63E+15,9.59E+14,102.74,0.03,0.9,MA
0.02356,0.008073,0.750207,1.265708,-0.23,277.47,136.49,-8.22E+15,3.01E+15,97.95,0.1,0.94,SA
0.016472,0.004097,0.802033,1.398955,0.1,283,121.54,-3.01E+15,1.84E+15,124.11,0.15,0.91,SA
0.023067,0.011926,0.665351,0.94048,0.11,278.97,141.16,1.67E+15,1.47E+15,141.77,0.07,0.91,SA
0.100466,0.073726,0.576671,1.261272,-0.31,286.38,157.04,-1.32E+16,1.90E+15,109.68,0.17,0.94,MX
0.137438,0.029721,0.85777,1.394782,-0.39,287.69,102.77,6.00E+15,1.68E+15,130.65,0.01,0.97,NAs
0.192822,0.003027,0.984692,1.75499,0.12,294.06,111.83,7.96E+15,3.39E+15,116.92,-0.14,0.97,NAs
0.161625,0.007439,0.955891,1.876407,-0.09,289.88,106.37,8.63E+15,1.89E+15,114.5,-0.02,0.95,SA
0.134224,0.003508,0.973786,1.130881,-0.21,285.94,109.49,6.26E+15,1.77E+15,118.51,0.13,0.98,NAs
0.145586,0.04915,0.798785,1.30451,-0.03,291.69,101.76,5.31E+15,3.43E+15,111.87,-0.06,0.93,SA
0.028647,0.017875,0.626727,1.1052,0.11,276.7,135.74,-2.97E+16,7.07E+15,99.18,0.12,0.93,SA
0.017275,0.031118,0.426568,0.806215,-0.05,278.78,161.99,1.80E+15,2.72E+15,92.3,0.34,0.93,MX
0.010337,0.014002,0.423844,0.74529,0.3,277.5,152.2,1.30E+15,4.12E+15,106.18,0.26,0.93,MX
0.035248,0.042826,0.503662,1.011404,-0.37,271.63,169.71,4.30E+15,3.91E+15,101.61,0.11,0.96,MX
0.044729,0.021831,0.662727,1.173966,-0.31,277.5,166.8,2.47E+15,2.59E+15,118.07,0.24,0.94,SA
0.065484,0.025118,0.719592,1.243719,0.02,277.4,150.06,-5.60E+15,2.37E+15,107.8,-0.01,0.94,SA
0.104893,0.040897,0.720269,1.512121,0.12,283.81,158.12,1.56E+15,1.94E+15,114.98,0.19,0.94,SA
0.1063,0.055894,0.642022,1.414315,0.03,289.63,156.35,9.99E+15,1.65E+15,128.36,0.06,0.93,SA
0.075342,0.051191,0.596009,1.086823,-0.83,281.53,158.27,1.14E+16,1.83E+15,118.99,0.1,0.98,MX
0.049256,0.035703,0.58318,0.971604,-0.13,285.81,134.97,4.64E+14,2.12E+15,132.82,0.1,0.92,MX
0.038303,0.0147,0.729246,1.2459,-0.19,282.38,142.38,-2.12E+16,1.61E+15,123.82,0.05,0.96,NAs
0.053236,0.033806,0.603946,1.08216,0.39,293.69,109.78,-1.84E+17,2.44E+15,118.85,-0.06,0.92,SA
0.146277,0.018327,0.883327,1.402116,-0.12,290.19,92.08,2.64E+15,2.02E+15,147.18,0.03,0.96,NAs
0.055663,0.033167,0.653371,1.173023,0,296.34,82.41,7.56E+15,1.96E+15,146.04,0.08,0.97,NAs
0.098914,0.00972,0.909168,1.520953,-0.15,292.13,109.74,-9.47E+16,1.93E+15,134.56,0,0.96,NAs
0.09937,0.006621,0.937122,1.737142,-0.09,293.19,103.21,3.29E+15,1.65E+15,138.61,0.08,0.95,SA
0.193777,0.006598,0.963809,1.682824,0.32,290.69,100.99,9.71E+15,2.47E+15,153.68,-0.02,0.93,SA
0.072741,0.015137,0.846303,1.758859,0.16,293.5,88.77,3.38E+15,1.62E+15,110.7,0.11,0.91,SA
0.153264,0.00888,0.944582,1.671481,0.11,288.06,94.88,-1.09E+16,1.89E+15,111.39,0.02,0.97,NAs
0.027086,0.020662,0.613503,1.047972,0.45,280.75,144.35,-6.48E+15,1.25E+15,100.23,0.22,0.96,NAs
0.073371,0.004943,0.934391,1.104935,0.01,277.53,146.22,-9.96E+14,6.45E+15,109.57,0.11,0.95,SA
0.04454,0.043235,0.510216,0.948944,0.08,281.44,143.19,4.25E+15,2.79E+15,113.63,0.04,0.91,MX
0.05052,0.003658,0.933273,0.883448,-0.05,272.94,131.67,-3.48E+14,4.01E+15,99.66,0.03,0.92,SA
0.050235,0.030421,0.6217,1.243112,0.65,282.19,148.78,6.31E+15,1.86E+15,108.62,0.02,0.89,MA
0.079222,0.017372,0.82409,1.441261,0.47,282.5,159.26,7.84E+15,2.14E+15,115.87,0.16,0.87,MA
0.062027,0.02618,0.710215,1.089026,0.17,278.33,158.06,3.60E+15,1.72E+15,112.79,0.14,0.92,SA
0.053614,0.022526,0.711551,1.346447,0.11,288.44,159.97,2.55E+15,1.45E+15,149.11,-0.03,0.93,SA
0.062479,0.015264,0.805785,1.327333,-0.15,282.94,134.93,3.56E+15,1.95E+15,140.29,0,0.94,SA
0.100782,0.037296,0.713997,1.20787,0.1,292.13,128.62,-1.34E+17,8.28E+14,122.28,0.22,0.94,SA
0.044183,0.029243,0.602261,1.583884,0.41,292.13,102.1,7.09E+15,1.97E+15,123.23,0.07,0.91,SA
0.082283,0.11365,0.417867,0.998337,0.18,297.81,92.38,-4.07E+16,9.63E+14,116.21,0.03,0.94,MX
0.012288,0.004332,0.76263,1.394232,0.05,275.63,152.06,-1.12E+15,2.07E+15,116.2,-0.32,0.91,SA
0.048748,0.01695,0.799538,1.377903,0,278.25,146.7,3.88E+15,4.24E+15,100.22,-0.27,0.96,NAs
0.019944,0.002629,0.884922,0.708327,-0.11,276.19,157.28,8.13E+14,3.47E+15,114.91,0.13,0.92,SA
0.030439,0.003984,0.886656,0.573334,0.28,274.38,143.54,1.32E+15,2.12E+15,125.01,0.12,0.93,SA
0.02024,0.013078,0.646426,0.668044,-0.29,283.38,138.06,4.54E+15,1.58E+15,107.58,0.18,0.94,SA
0.23683,0.010946,0.95621,1.747416,-0.31,291.19,119.73,1.15E+16,1.94E+15,128.12,-0.01,0.96,NAs
0.048304,0.03469,0.597258,0.922577,-0.32,293.31,126.78,1.19E+15,2.56E+15,149.63,-0.05,0.97,MX
0.174257,0.034434,0.831296,1.372202,0.05,288.5,146.74,-2.25E+16,1.59E+15,122.73,0.17,0.97,NAs
0.067004,0.038544,0.646767,1.007872,-0.53,292.06,111.67,-2.11E+15,2.04E+15,150.02,-0.01,0.99,NAs
0.062179,0.095767,0.407788,0.751666,0.03,293.56,103.78,-5.60E+15,2.38E+15,123.88,-0.25,0.96,MX
0.195644,0.018587,0.914142,1.308132,-0.08,293.31,93.13,9.17E+15,2.86E+15,128.15,0.06,0.96,NAs
0.024575,0.010307,0.748272,1.662632,0.05,288.69,85.74,5.78E+15,2.98E+15,133.83,-0.09,0.92,SA
0.042217,0.010767,0.797045,2.077835,-0.06,292.38,106.64,5.16E+15,2.84E+15,146.5,-0.01,0.93,SA
0.022735,0.009531,0.707088,1.083274,-0.11,282.94,102.56,3.46E+15,1.50E+15,124.76,0.06,0.93,SA
0.019534,0.005684,0.780036,1.273314,-0.2,280.69,115.05,9.22E+14,3.11E+15,134.67,0.27,0.94,SA
0.021065,0.0106,0.681096,1.614895,-0.1,287.31,106.88,4.75E+14,3.37E+15,107.28,0.29,0.92,SA
0.019029,0.006366,0.749387,0.963557,0.23,281.79,134.76,4.78E+15,2.78E+15,106.11,0.08,0.9,MA
0.014914,0.003787,0.790471,0.856093,0.18,284.38,123.17,3.42E+15,3.41E+15,124.96,0.1,0.9,MA
0.026659,0.006038,0.813311,1.460239,0.51,275.69,130.93,5.75E+15,3.93E+15,100.6,-0.12,0.91,SA
0.02324,0.013474,0.63273,1.449248,-0.04,278.4,133.77,4.25E+15,4.07E+15,109.06,0,0.94,SA
0.01088,0.010496,0.53252,1.014016,-0.19,278.17,158.41,4.14E+15,2.03E+15,111.07,-0.18,0.95,MX
0.010898,0.00899,0.588973,0.368391,-0.27,276.31,157.89,1.62E+15,2.83E+15,110.76,0.08,0.9,MX
0.033575,0.015055,0.666988,1.595674,0,279.13,134.69,4.33E+15,2.14E+15,117.35,-0.15,0.91,SA
